country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,rm_prod,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,oil_prod,uranium,reactor
Europea,AugustReed,http://blocgame.com/alliancestats.php?allianceid=1382,8k active personnel,6 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 12 hours ago,rankings.php?subregion=ara,Non-Aligned Movement,12 Hundred Tons per month,$3886 million,alliancestats.php?allianceid=1382,Arabia,Plentiful,Mediocre,http://blocgame.com/rankings.php?subregion=ara,11636 km 2,http://blocgame.com/stats.php?id=59848,,13 Mbbl per month,,
Zone21-Malaya,PG PG PG PG PG,http://blocgame.com/alliancestats.php?allianceid=1899,71k active personnel,11 ships,Second World War surplus,Gandhi-like,4 factories,Standard,last online 5 hours ago,rankings.php?subregion=ind,Aseang MMP,17 Hundred Tons per month,$3872 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ind,20900 km 2,http://blocgame.com/stats.php?id=60973,,9 Mbbl per month,,
Jalan Ampang,Haji Amril,http://blocgame.com/alliancestats.php?allianceid=1899,139k active personnel,20 ships,Korean War surplus,Gandhi-like,5 factories,Good,online now,rankings.php?subregion=ind,Aseang MMP,27 Hundred Tons per month,$3869 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,27621 km 2,http://blocgame.com/stats.php?id=60954,393 Mbbl,31 Mbbl per month,,
Crandor,Merrlock,http://blocgame.com/alliancestats.php?allianceid=1743,24k active personnel,2 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 33 hours ago,rankings.php?subregion=atl,Angmar Pact,13 Hundred Tons per month,$3833 million,alliancestats.php?allianceid=1743,Atlas,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=atl,14954 km 2,http://blocgame.com/stats.php?id=55760,11146 Mbbl,13 Mbbl per month,,
bakhang,cukobi,,195k active personnel,12 ships,Korean War surplus,Angelic,6 factories,Good,last online 11 hours ago,rankings.php?subregion=ind,,38 Hundred Tons per month,$3830 million,,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,33412 km 2,http://blocgame.com/stats.php?id=60485,312 Mbbl,14 Mbbl per month,,
Huangdi,Xian W�ng,http://blocgame.com/alliancestats.php?allianceid=1595,57k active personnel,-1 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 4 hours ago,rankings.php?subregion=chi,The High Council,10 Hundred Tons per month,$3818 million,alliancestats.php?allianceid=1595,China,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=chi,13979 km 2,http://blocgame.com/stats.php?id=59776,232 Mbbl,6 Mbbl per month,,
Disnomica,Chaad,http://blocgame.com/alliancestats.php?allianceid=1595,74k active personnel,2 ships,Second World War surplus,Angelic,5 factories,Elite,last online 2 hours ago,rankings.php?subregion=ara,The High Council,20 Hundred Tons per month,$3798 million,alliancestats.php?allianceid=1595,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,66401 km 2,http://blocgame.com/stats.php?id=60992,,77 Mbbl per month,,
zioland,zionhar,http://blocgame.com/alliancestats.php?allianceid=1393,8k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Good,last online 121 hours ago,rankings.php?subregion=pac,BAMF,4 Hundred Tons per month,$3778 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,2673 km 2,http://blocgame.com/stats.php?id=56893,56 Mbbl,4 Mbbl per month,,
Malaya Grampus,akifzainal,http://blocgame.com/alliancestats.php?allianceid=1899,14k active personnel,5 ships,Second World War surplus,Questionable,2 factories,Elite,last online 12 hours ago,rankings.php?subregion=ind,Aseang MMP,19 Hundred Tons per month,$3731 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,19700 km 2,http://blocgame.com/stats.php?id=60469,,8 Mbbl per month,,
So-Cal,Hotrod1977,http://blocgame.com/alliancestats.php?allianceid=1595,7k active personnel,10 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 80 hours ago,rankings.php?subregion=mex,The High Council,26 Hundred Tons per month,$3713 million,alliancestats.php?allianceid=1595,Mesoamerica,Untapped,Small,http://blocgame.com/rankings.php?subregion=mex,18070 km 2,http://blocgame.com/stats.php?id=59634,,16 Mbbl per month,,
Kikkomen,general_tso_chiken,http://blocgame.com/alliancestats.php?allianceid=1599,136k active personnel,8 ships,Almost Modern,Gandhi-like,4 factories,Elite,online now,rankings.php?subregion=pac,Wreckage brothers,12 Hundred Tons per month,$3704 million,alliancestats.php?allianceid=1599,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,11442 km 2,http://blocgame.com/stats.php?id=53662,,,,
Liam Neeson,Peter Griffin,http://blocgame.com/alliancestats.php?allianceid=1595,136k active personnel,11 ships,Vietnam War surplus,Gandhi-like,5 factories,Good,last online 9 hours ago,rankings.php?subregion=ara,The High Council,11 Hundred Tons per month,$3683 million,alliancestats.php?allianceid=1595,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,32334 km 2,http://blocgame.com/stats.php?id=59550,,22 Mbbl per month,,
MyKingdom,General,http://blocgame.com/alliancestats.php?allianceid=1899,40k active personnel,3 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 7 hours ago,rankings.php?subregion=ind,Aseang MMP,21 Hundred Tons per month,$3652 million,alliancestats.php?allianceid=1899,East Indies,Near Depletion,Mediocre,http://blocgame.com/rankings.php?subregion=ind,16539 km 2,http://blocgame.com/stats.php?id=60728,227 Mbbl,13 Mbbl per month,,
Meleis,dymm zach de la rocha,http://blocgame.com/alliancestats.php?allianceid=1899,126k active personnel,11 ships,Second World War surplus,Gandhi-like,4 factories,Elite,online now,rankings.php?subregion=sea,Aseang MMP,16 Hundred Tons per month,$3605 million,alliancestats.php?allianceid=1899,Indochina,Depleted,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,33997 km 2,http://blocgame.com/stats.php?id=61151,409 Mbbl,19 Mbbl per month,,
Frostyputania,Frostyputa,http://blocgame.com/alliancestats.php?allianceid=1393,151k active personnel,9 ships,Almost Modern,Gandhi-like,4 factories,Elite,last online 13 hours ago,rankings.php?subregion=gra,BAMF,12 Hundred Tons per month,$3596 million,alliancestats.php?allianceid=1393,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,44876 km 2,http://blocgame.com/stats.php?id=42065,,10 Mbbl per month,,5%
Tanah Malaya,Syahmi1089,http://blocgame.com/alliancestats.php?allianceid=1899,121k active personnel,13 ships,Second World War surplus,Good,6 factories,Good,last online 11 hours ago,rankings.php?subregion=ind,Aseang MMP,24 Hundred Tons per month,$3592 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ind,44473 km 2,http://blocgame.com/stats.php?id=60385,,25 Mbbl per month,,
New Pork Land,Porky Mitch,http://blocgame.com/alliancestats.php?allianceid=1595,96k active personnel,-1 ships,Almost Modern,Gandhi-like,3 factories,Elite,last online 1 hours ago,rankings.php?subregion=ind,The High Council,11 Hundred Tons per month,$3583 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,44579 km 2,http://blocgame.com/stats.php?id=59525,,4 Mbbl per month,3 Tons,
USSH,K. Litvyak,http://blocgame.com/alliancestats.php?allianceid=1393,7k active personnel,3 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 130 hours ago,rankings.php?subregion=pac,BAMF,8 Hundred Tons per month,$3572 million,alliancestats.php?allianceid=1393,Pacific Rim,,Large,http://blocgame.com/rankings.php?subregion=pac,15227 km 2,http://blocgame.com/stats.php?id=61023,46 Mbbl,6 Mbbl per month,,
1mdb,Kerismas,http://blocgame.com/alliancestats.php?allianceid=1923,2k active personnel,0 ships,Finest of the 19th century,Questionable,1 factory,Undisciplined Rabble,last online 151 hours ago,rankings.php?subregion=pac,Walawalawala,6 Hundred Tons per month,$3571 million,alliancestats.php?allianceid=1923,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,14521 km 2,http://blocgame.com/stats.php?id=60848,,7 Mbbl per month,,
Bango,MrTangoMango,http://blocgame.com/alliancestats.php?allianceid=1568,7k active personnel,4 ships,Second World War surplus,Gandhi-like,3 factories,Standard,last online 145 hours ago,rankings.php?subregion=sea,Brotherhood of Zion,11 Hundred Tons per month,$3538 million,alliancestats.php?allianceid=1568,Indochina,,Powerful,http://blocgame.com/rankings.php?subregion=sea,21393 km 2,http://blocgame.com/stats.php?id=59337,329 Mbbl,3 Mbbl per month,,
Umpauna,Sarsy Parsy,http://blocgame.com/alliancestats.php?allianceid=1595,96k active personnel,8 ships,Almost Modern,Gandhi-like,3 factories,Elite,last online 25 hours ago,rankings.php?subregion=mes,The High Council,3 Hundred Tons per month,$3530 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,20779 km 2,http://blocgame.com/stats.php?id=56092,11827 Mbbl,44 Mbbl per month,,
Classia,Classic,http://blocgame.com/alliancestats.php?allianceid=1644,162k active personnel,6 ships,Korean War surplus,Normal,4 factories,Good,online now,rankings.php?subregion=atl,Inter/pol/,19 Hundred Tons per month,$3524 million,alliancestats.php?allianceid=1644,Atlas,Near Depletion,Mediocre,http://blocgame.com/rankings.php?subregion=atl,22654 km 2,http://blocgame.com/stats.php?id=60261,5780 Mbbl,33 Mbbl per month,1 Tons,
Bubbistan,Tiny Bubbles,http://blocgame.com/alliancestats.php?allianceid=1595,119k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Standard,last online 29 hours ago,rankings.php?subregion=mes,The High Council,2 Hundred Tons per month,$3523 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Large,http://blocgame.com/rankings.php?subregion=mes,16351 km 2,http://blocgame.com/stats.php?id=60301,2336 Mbbl,12 Mbbl per month,,
Buchepalia,ubiqa,http://blocgame.com/alliancestats.php?allianceid=1899,143k active personnel,7 ships,Korean War surplus,Good,3 factories,Elite,last online 6 hours ago,rankings.php?subregion=sub,Aseang MMP,21 Hundred Tons per month,$3523 million,alliancestats.php?allianceid=1899,The Subcontinent,,Powerful,http://blocgame.com/rankings.php?subregion=sub,22806 km 2,http://blocgame.com/stats.php?id=60734,,21 Mbbl per month,,
Chintakar,Mubaramin,,12k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Undisciplined Rabble,last online 151 hours ago,rankings.php?subregion=eaf,,22 Hundred Tons per month,$3495 million,,East Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=eaf,20000 km 2,http://blocgame.com/stats.php?id=61196,32 Mbbl,3 Mbbl per month,,
Royal Babylon,Hammurabi IV,http://blocgame.com/alliancestats.php?allianceid=1568,11k active personnel,0 ships,Vietnam War surplus,Gandhi-like,3 factories,Elite,last online 6 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,22 Hundred Tons per month,$3485 million,alliancestats.php?allianceid=1568,Mesopotamia,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=mes,20405 km 2,http://blocgame.com/stats.php?id=60296,,23 Mbbl per month,,
Socialand,Free Party,,8k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Elite,last online 164 hours ago,rankings.php?subregion=gra,,5 Hundred Tons per month,$3472 million,,Gran Colombia,Untapped,Small,http://blocgame.com/rankings.php?subregion=gra,6436 km 2,http://blocgame.com/stats.php?id=58655,208 Mbbl,5 Mbbl per month,,
Russophia,Mikhail Putin,http://blocgame.com/alliancestats.php?allianceid=1568,2k active personnel,0 ships,Vietnam War surplus,Axis of Evil,None,Elite,online now,rankings.php?subregion=ara,Brotherhood of Zion,1 Hundred Tons per month,$3469 million,alliancestats.php?allianceid=1568,Arabia,Near Depletion,None,http://blocgame.com/rankings.php?subregion=ara,357 km 2,http://blocgame.com/stats.php?id=54426,7588 Mbbl,1 Mbbl per month,,
Infernistan,Inferno JR,http://blocgame.com/alliancestats.php?allianceid=1932,10k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Good,last online 5 hours ago,rankings.php?subregion=egy,African Socialism,12 Hundred Tons per month,$3466 million,alliancestats.php?allianceid=1932,Egypt,,Mediocre,http://blocgame.com/rankings.php?subregion=egy,12995 km 2,http://blocgame.com/stats.php?id=60304,1949 Mbbl,18 Mbbl per month,,
Senandung Malam,Lela Manja,http://blocgame.com/alliancestats.php?allianceid=1899,28k active personnel,2 ships,Second World War surplus,Gandhi-like,5 factories,Poor,last online 10 hours ago,rankings.php?subregion=ind,Aseang MMP,10 Hundred Tons per month,$3460 million,alliancestats.php?allianceid=1899,East Indies,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,12045 km 2,http://blocgame.com/stats.php?id=61074,,10 Mbbl per month,,
Caballos,T�mas,http://blocgame.com/alliancestats.php?allianceid=1875,39k active personnel,-1 ships,Vietnam War surplus,Gandhi-like,2 factories,Undisciplined Rabble,last online 13 hours ago,rankings.php?subregion=sub,The Triad,2 Hundred Tons per month,$3451 million,alliancestats.php?allianceid=1875,The Subcontinent,,Meagre,http://blocgame.com/rankings.php?subregion=sub,2450 km 2,http://blocgame.com/stats.php?id=5261,,,,
KelabuAsap,kelam,http://blocgame.com/alliancestats.php?allianceid=1595,188k active personnel,3 ships,Korean War surplus,Gandhi-like,7 factories,Good,online now,rankings.php?subregion=pac,The High Council,30 Hundred Tons per month,$3444 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,33689 km 2,http://blocgame.com/stats.php?id=60664,151 Mbbl,26 Mbbl per month,,
subse7en,subse7en,http://blocgame.com/alliancestats.php?allianceid=1952,70k active personnel,2 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 12 hours ago,rankings.php?subregion=pac,The Eastern Sea,22 Hundred Tons per month,$3440 million,alliancestats.php?allianceid=1952,Pacific Rim,Near Depletion,Powerful,http://blocgame.com/rankings.php?subregion=pac,17578 km 2,http://blocgame.com/stats.php?id=61112,,16 Mbbl per month,,
Cigars,El Caballo,http://blocgame.com/alliancestats.php?allianceid=1568,134k active personnel,2 ships,Advanced,Questionable,5 factories,Standard,last online 157 hours ago,rankings.php?subregion=car,Brotherhood of Zion,45 Hundred Tons per month,$3432 million,alliancestats.php?allianceid=1568,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,69738 km 2,http://blocgame.com/stats.php?id=52087,,11 Mbbl per month,,
Harimau Malaya,kucailani,http://blocgame.com/alliancestats.php?allianceid=1899,6k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 179 hours ago,rankings.php?subregion=ind,Aseang MMP,6 Hundred Tons per month,$3419 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ind,14292 km 2,http://blocgame.com/stats.php?id=61048,,5 Mbbl per month,,
Stahlmaschine,Die Stahlhammer,http://blocgame.com/alliancestats.php?allianceid=1644,200k active personnel,8 ships,Vietnam War surplus,Gandhi-like,8 factories,Standard,online now,rankings.php?subregion=sub,Inter/pol/,32 Hundred Tons per month,$3403 million,alliancestats.php?allianceid=1644,The Subcontinent,,Large,http://blocgame.com/rankings.php?subregion=sub,40262 km 2,http://blocgame.com/stats.php?id=61954,732 Mbbl,23 Mbbl per month,,
Cancer,Stolen,,6k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 1 hours ago,rankings.php?subregion=per,,2 Hundred Tons per month,$3401 million,,Persia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=per,4392 km 2,http://blocgame.com/stats.php?id=58745,477 Mbbl,3 Mbbl per month,,
Ketereh,Kaduk_Durhaka,,11k active personnel,5 ships,First World War surplus,Isolated,None,Undisciplined Rabble,online now,rankings.php?subregion=ind,,8 Hundred Tons per month,$3399 million,,East Indies,Near Depletion,None,http://blocgame.com/rankings.php?subregion=ind,17042 km 2,http://blocgame.com/stats.php?id=60606,,9 Mbbl per month,,
Baghdad Iraqi,As-Shaheed Saddam Hussein,http://blocgame.com/alliancestats.php?allianceid=1595,82k active personnel,8 ships,Second World War surplus,Angelic,3 factories,Elite,online now,rankings.php?subregion=mes,The High Council,10 Hundred Tons per month,$3384 million,alliancestats.php?allianceid=1595,Mesopotamia,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,20862 km 2,http://blocgame.com/stats.php?id=61172,7671 Mbbl,39 Mbbl per month,,
Syraan,Desus,,22k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 4 hours ago,rankings.php?subregion=egy,,5 Hundred Tons per month,$3371 million,,Egypt,,Somewhat Large,http://blocgame.com/rankings.php?subregion=egy,6309 km 2,http://blocgame.com/stats.php?id=59870,1378 Mbbl,7 Mbbl per month,,
