country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,uranium,reactor,reputation
Awesomeria,killbodies,http://blocgame.com/alliancestats.php?allianceid=1568,90k active personnel,51 ships,Almost Modern,11 factories,Elite,last online 9 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$4858 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,57568 km 2,http://blocgame.com/stats.php?id=57755,,,,Angelic
Thermonia,Aluminothermic,http://blocgame.com/alliancestats.php?allianceid=1644,180k active personnel,12 ships,Persian Gulf War surplus,7 factories,Elite,last online 7 hours ago,rankings.php?subregion=chi,Inter/pol/,$4851 million,alliancestats.php?allianceid=1644,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,22964 km 2,http://blocgame.com/stats.php?id=53567,,,,Gandhi-like
Nuketown,Blobby78,http://blocgame.com/alliancestats.php?allianceid=1595,47k active personnel,10 ships,Second World War surplus,4 factories,Elite,last online 2 hours ago,rankings.php?subregion=egy,The High Council,$4836 million,alliancestats.php?allianceid=1595,Egypt,Depleted,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,16647 km 2,http://blocgame.com/stats.php?id=59614,7927 Mbbl,,,Angelic
Tuchankaa,Toquisador,http://blocgame.com/alliancestats.php?allianceid=1595,158k active personnel,12 ships,Almost Modern,3 factories,Elite,last online 4 hours ago,rankings.php?subregion=chi,The High Council,$4794 million,alliancestats.php?allianceid=1595,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,9345 km 2,http://blocgame.com/stats.php?id=47573,,,,Good
Syphirious,Doxal,http://blocgame.com/alliancestats.php?allianceid=1644,60k active personnel,10 ships,Korean War surplus,5 factories,Elite,online now,rankings.php?subregion=mes,Inter/pol/,$4789 million,alliancestats.php?allianceid=1644,Mesopotamia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=mes,33732 km 2,http://blocgame.com/stats.php?id=59670,,,5%,Gandhi-like
Swadia,SonnyJack,http://blocgame.com/alliancestats.php?allianceid=1580,429k active personnel,6 ships,Advanced,15 factories,Standard,online now,rankings.php?subregion=ara,Brotherhood of Nod,$4756 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,110415 km 2,http://blocgame.com/stats.php?id=40011,,4 Tons,,Gandhi-like
Kozakura,Tenrai,http://blocgame.com/alliancestats.php?allianceid=1595,90k active personnel,4 ships,Second World War surplus,4 factories,Elite,online now,rankings.php?subregion=pac,The High Council,$4752 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=pac,30163 km 2,http://blocgame.com/stats.php?id=48894,,,,Gandhi-like
Tunisia(tunis),RayanToumi,http://blocgame.com/alliancestats.php?allianceid=1599,50k active personnel,8 ships,Korean War surplus,3 factories,Elite,last online 60 hours ago,rankings.php?subregion=atl,Wreckage brothers,$4734 million,alliancestats.php?allianceid=1599,Atlas,Near Depletion,Large,http://blocgame.com/rankings.php?subregion=atl,15012 km 2,http://blocgame.com/stats.php?id=59055,,,,Gandhi-like
Struckmania,War Criminal,http://blocgame.com/alliancestats.php?allianceid=1595,105k active personnel,7 ships,Second World War surplus,5 factories,Good,last online 1 hours ago,rankings.php?subregion=mes,The High Council,$4624 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,32574 km 2,http://blocgame.com/stats.php?id=60019,,,5%,Gandhi-like
San-Guan,Spencer Martin,http://blocgame.com/alliancestats.php?allianceid=1393,5k active personnel,12 ships,Almost Modern,3 factories,Poor,last online 173 hours ago,rankings.php?subregion=chi,BAMF,$4566 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,13949 km 2,http://blocgame.com/stats.php?id=51057,,,,Questionable
HiredGun,FreeCharge,http://blocgame.com/alliancestats.php?allianceid=1599,309k active personnel,63 ships,Advanced,15 factories,Elite,online now,rankings.php?subregion=egy,Wreckage brothers,$4500 million,alliancestats.php?allianceid=1599,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,84744 km 2,http://blocgame.com/stats.php?id=53353,,,,Gandhi-like
Islas Filipinas,Narciso Claveria y Zaldua,http://blocgame.com/alliancestats.php?allianceid=1576,4k active personnel,0 ships,Vietnam War surplus,2 factories,Good,last online 136 hours ago,rankings.php?subregion=ind,The Last Phoenix,$4416 million,alliancestats.php?allianceid=1576,East Indies,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ind,7355 km 2,http://blocgame.com/stats.php?id=48601,,,,Questionable
Nu Azia,President Ambrocio,http://blocgame.com/alliancestats.php?allianceid=1393,8k active personnel,2 ships,First World War surplus,2 factories,Good,last online 3 hours ago,rankings.php?subregion=pac,BAMF,$4377 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=pac,10161 km 2,http://blocgame.com/stats.php?id=59935,,,,Gandhi-like
Classia,Classic,,52k active personnel,7 ships,Korean War surplus,6 factories,Elite,last online 2 hours ago,rankings.php?subregion=atl,,$4322 million,,Atlas,Depleted,Large,http://blocgame.com/rankings.php?subregion=atl,37977 km 2,http://blocgame.com/stats.php?id=60261,,,,Pariah
N'vear,Czar Jakola,http://blocgame.com/alliancestats.php?allianceid=1401,9k active personnel,0 ships,Korean War surplus,2 factories,Standard,last online 46 hours ago,rankings.php?subregion=car,The Federal Colonies,$4303 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,9360 km 2,http://blocgame.com/stats.php?id=51690,334 Mbbl,,,Gandhi-like
Ralu,Ramar,http://blocgame.com/alliancestats.php?allianceid=1595,56k active personnel,5 ships,First World War surplus,2 factories,Good,online now,rankings.php?subregion=ama,The High Council,$4303 million,alliancestats.php?allianceid=1595,Amazonia,,Mediocre,http://blocgame.com/rankings.php?subregion=ama,29444 km 2,http://blocgame.com/stats.php?id=59527,,,,Gandhi-like
Jarhead,Jarhead99,http://blocgame.com/alliancestats.php?allianceid=1595,56k active personnel,1 ships,Korean War surplus,3 factories,Undisciplined Rabble,last online 2 hours ago,rankings.php?subregion=ama,The High Council,$4297 million,alliancestats.php?allianceid=1595,Amazonia,Untapped,Small,http://blocgame.com/rankings.php?subregion=ama,16335 km 2,http://blocgame.com/stats.php?id=59874,,,5%,Gandhi-like
eQna8,Dave_Smith,http://blocgame.com/alliancestats.php?allianceid=1393,171k active personnel,51 ships,Almost Modern,16 factories,Good,online now,rankings.php?subregion=congo,BAMF,$4278 million,alliancestats.php?allianceid=1393,Congo,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=congo,113791 km 2,http://blocgame.com/stats.php?id=48695,824 Mbbl,,,Gandhi-like
The Joose,BomberJack,http://blocgame.com/alliancestats.php?allianceid=1644,3k active personnel,23 ships,Almost Modern,3 factories,Undisciplined Rabble,last online 6 hours ago,rankings.php?subregion=mes,Inter/pol/,$4246 million,alliancestats.php?allianceid=1644,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,3965 km 2,http://blocgame.com/stats.php?id=48611,,,,Normal
Molfrika,McMol,http://blocgame.com/alliancestats.php?allianceid=1580,64k active personnel,7 ships,Second World War surplus,4 factories,Elite,last online 39 hours ago,rankings.php?subregion=ama,Brotherhood of Nod,$4220 million,alliancestats.php?allianceid=1580,Amazonia,Plentiful,Somewhat Large,http://blocgame.com/rankings.php?subregion=ama,38836 km 2,http://blocgame.com/stats.php?id=60920,,,5%,Gandhi-like
Maharashtra,Mao ze Bong,http://blocgame.com/alliancestats.php?allianceid=1393,48k active personnel,5 ships,Korean War surplus,4 factories,Elite,last online 1 hours ago,rankings.php?subregion=sub,BAMF,$4211 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sub,33420 km 2,http://blocgame.com/stats.php?id=60180,336 Mbbl,,,Nice
ECPF,Schaapjoch,http://blocgame.com/alliancestats.php?allianceid=1595,70k active personnel,9 ships,Second World War surplus,5 factories,Elite,last online 5 hours ago,rankings.php?subregion=eaf,The High Council,$4210 million,alliancestats.php?allianceid=1595,East Africa,Untapped,Large,http://blocgame.com/rankings.php?subregion=eaf,26917 km 2,http://blocgame.com/stats.php?id=60194,290 Mbbl,,,Angelic
Crapostan,King Guamba,http://blocgame.com/alliancestats.php?allianceid=1568,334k active personnel,25 ships,Persian Gulf War surplus,13 factories,Elite,last online 7 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,$4177 million,alliancestats.php?allianceid=1568,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,61008 km 2,http://blocgame.com/stats.php?id=44789,,,,Gandhi-like
Yazu,Goobi,http://blocgame.com/alliancestats.php?allianceid=1568,354k active personnel,27 ships,Advanced,8 factories,Good,last online 7 hours ago,rankings.php?subregion=ara,Brotherhood of Zion,$4151 million,alliancestats.php?allianceid=1568,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,101570 km 2,http://blocgame.com/stats.php?id=46519,8490 Mbbl,,,Gandhi-like
Caballos,T�mas,http://blocgame.com/alliancestats.php?allianceid=1875,70k active personnel,-1 ships,Korean War surplus,3 factories,Elite,last online 4 hours ago,rankings.php?subregion=sub,The Triad,$4147 million,alliancestats.php?allianceid=1875,The Subcontinent,Plentiful,Somewhat Large,http://blocgame.com/rankings.php?subregion=sub,4857 km 2,http://blocgame.com/stats.php?id=5261,,,,Gandhi-like
Morskoj,Herro Pree,http://blocgame.com/alliancestats.php?allianceid=1595,18k active personnel,0 ships,Korean War surplus,3 factories,Elite,last online 99 hours ago,rankings.php?subregion=atl,The High Council,$4140 million,alliancestats.php?allianceid=1595,Atlas,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=atl,15938 km 2,http://blocgame.com/stats.php?id=49148,,,,Gandhi-like
CIRD,John Wayne Gasey,,6k active personnel,30 ships,Persian Gulf War surplus,5 factories,Poor,last online 40 hours ago,rankings.php?subregion=ara,,$4131 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,28535 km 2,http://blocgame.com/stats.php?id=51022,,,,Mad Dog
Cigars,El Caballo,http://blocgame.com/alliancestats.php?allianceid=1568,237k active personnel,2 ships,Advanced,5 factories,Elite,last online 7 hours ago,rankings.php?subregion=car,Brotherhood of Zion,$4116 million,alliancestats.php?allianceid=1568,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,69738 km 2,http://blocgame.com/stats.php?id=52087,,,,Gandhi-like
PonyPenetrators,PonyPenetrator,http://blocgame.com/alliancestats.php?allianceid=1810,174k active personnel,26 ships,Almost Modern,6 factories,Elite,last online 7 hours ago,rankings.php?subregion=chi,EUN,$4115 million,alliancestats.php?allianceid=1810,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,16111 km 2,http://blocgame.com/stats.php?id=52348,,,,Gandhi-like
Storm,StormFire,http://blocgame.com/alliancestats.php?allianceid=1595,143k active personnel,18 ships,Second World War surplus,5 factories,Elite,online now,rankings.php?subregion=atl,The High Council,$4103 million,alliancestats.php?allianceid=1595,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,31849 km 2,http://blocgame.com/stats.php?id=60401,,,,Gandhi-like
Pr0 Gamers,Bruce Wayne,,7k active personnel,6 ships,Korean War surplus,3 factories,Good,last online 32 hours ago,rankings.php?subregion=pac,,$4059 million,,Pacific Rim,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=pac,6185 km 2,http://blocgame.com/stats.php?id=59051,,,,Nice
Free Warriors,Milan Vond�ich,http://blocgame.com/alliancestats.php?allianceid=1595,65k active personnel,0 ships,Second World War surplus,2 factories,Poor,last online 50 hours ago,rankings.php?subregion=saf,The High Council,$4054 million,alliancestats.php?allianceid=1595,Southern Africa,,Large,http://blocgame.com/rankings.php?subregion=saf,29080 km 2,http://blocgame.com/stats.php?id=60293,,,,Gandhi-like
San Marcos,Calderon,http://blocgame.com/alliancestats.php?allianceid=1595,99k active personnel,10 ships,Korean War surplus,3 factories,Elite,last online 5 hours ago,rankings.php?subregion=car,The High Council,$4036 million,alliancestats.php?allianceid=1595,Caribbean,Untapped,Large,http://blocgame.com/rankings.php?subregion=car,37931 km 2,http://blocgame.com/stats.php?id=60158,,,,Gandhi-like
Jeldestia,VinnieVlad,http://blocgame.com/alliancestats.php?allianceid=1595,8k active personnel,0 ships,Second World War surplus,3 factories,Undisciplined Rabble,last online 152 hours ago,rankings.php?subregion=ind,The High Council,$4010 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Large,http://blocgame.com/rankings.php?subregion=ind,20990 km 2,http://blocgame.com/stats.php?id=58355,,,,Gandhi-like
Garrettia,Gmoney,http://blocgame.com/alliancestats.php?allianceid=1887,38k active personnel,8 ships,First World War surplus,3 factories,Good,last online 52 hours ago,rankings.php?subregion=car,The Sons of Liberty,$3982 million,alliancestats.php?allianceid=1887,Caribbean,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=car,20633 km 2,http://blocgame.com/stats.php?id=59966,,,,Gandhi-like
Emberica,Whynamewhy,http://blocgame.com/alliancestats.php?allianceid=1568,61k active personnel,6 ships,Second World War surplus,2 factories,Good,last online 96 hours ago,rankings.php?subregion=per,Brotherhood of Zion,$3981 million,alliancestats.php?allianceid=1568,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,23463 km 2,http://blocgame.com/stats.php?id=60147,4192 Mbbl,,,Gandhi-like
Romiia,The Great Tiberius III,http://blocgame.com/alliancestats.php?allianceid=1393,69k active personnel,5 ships,Korean War surplus,2 factories,Elite,last online 7 hours ago,rankings.php?subregion=sub,BAMF,$3968 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=sub,30848 km 2,http://blocgame.com/stats.php?id=60242,537 Mbbl,,,Angelic
Dijkstria,Wouter Dijkstra,http://blocgame.com/alliancestats.php?allianceid=1580,76k active personnel,6 ships,Korean War surplus,3 factories,Good,last online 42 hours ago,rankings.php?subregion=ama,Brotherhood of Nod,$3902 million,alliancestats.php?allianceid=1580,Amazonia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ama,32383 km 2,http://blocgame.com/stats.php?id=60835,,,,Gandhi-like
Frostyputania,Frostyputa,http://blocgame.com/alliancestats.php?allianceid=1393,141k active personnel,9 ships,Almost Modern,4 factories,Good,last online 34 hours ago,rankings.php?subregion=gra,BAMF,$3873 million,alliancestats.php?allianceid=1393,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,44876 km 2,http://blocgame.com/stats.php?id=42065,,,5%,Gandhi-like
Tanus,Hoovytaurus,http://blocgame.com/alliancestats.php?allianceid=1568,71k active personnel,0 ships,Second World War surplus,5 factories,Elite,online now,rankings.php?subregion=car,Brotherhood of Zion,$3871 million,alliancestats.php?allianceid=1568,Caribbean,Plentiful,Large,http://blocgame.com/rankings.php?subregion=car,39136 km 2,http://blocgame.com/stats.php?id=61059,429 Mbbl,,,Gandhi-like
Beausch�n,canadianghetto,http://blocgame.com/alliancestats.php?allianceid=1568,82k active personnel,7 ships,Korean War surplus,4 factories,Good,last online 67 hours ago,rankings.php?subregion=ara,Brotherhood of Zion,$3869 million,alliancestats.php?allianceid=1568,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,31335 km 2,http://blocgame.com/stats.php?id=59455,,,,Gandhi-like
admiral haz,admiral haz,http://blocgame.com/alliancestats.php?allianceid=1899,65k active personnel,2 ships,Second World War surplus,3 factories,Elite,last online 35 hours ago,rankings.php?subregion=ind,Aseang MMP,$3856 million,alliancestats.php?allianceid=1899,East Indies,Near Depletion,Mediocre,http://blocgame.com/rankings.php?subregion=ind,24587 km 2,http://blocgame.com/stats.php?id=60473,,,,Gandhi-like
Holy Mountain,Archbishop de Lusignan,http://blocgame.com/alliancestats.php?allianceid=1933,39k active personnel,0 ships,Korean War surplus,2 factories,Elite,last online 3 hours ago,rankings.php?subregion=mes,democracy,$3788 million,alliancestats.php?allianceid=1933,Mesopotamia,Near Depletion,Large,http://blocgame.com/rankings.php?subregion=mes,10843 km 2,http://blocgame.com/stats.php?id=58666,,,,Gandhi-like
Jebawka,Shetay,http://blocgame.com/alliancestats.php?allianceid=1580,21k active personnel,8 ships,Almost Modern,4 factories,Standard,last online 8 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$3767 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=mes,13520 km 2,http://blocgame.com/stats.php?id=54304,,,,Gandhi-like
